id,label,coords
H1_00000293_00000497_00000010,-1,
H1_00000293_00000497_00000011,-1,
H1_00000293_00000497_00000012,-1,
H1_00000293_00000497_00000013,-1,
H1_00000293_00000497_00000014,-1,
H1_00000293_00000497_00000015,-1,
H1_00000293_00000497_00000016,-1,
H1_00000293_00000497_00000017,-1,
H1_00000293_00000497_00000018,-1,
H1_00000293_00000497_00000019,-1,
H1_00000293_00000497_00000020,-1,
H1_00000293_00000497_00000021,-1,
H1_00000293_00000497_00000022,-1,
H1_00000293_00000497_00000023,-1,
H1_00000293_00000497_00000024,-1,
H1_00000293_00000497_00000025,-1,
H1_00000293_00000497_00000026,-1,
H1_00000293_00000497_00000027,-1,
H1_00000295_00000993_00000001,-1,
H1_00000295_00000993_00000002,-1,
H1_00000295_00000993_00000003,-1,
H1_00000295_00000993_00000004,-1,
H1_00000295_00000993_00000005,-1,
H1_00000295_00000993_00000006,-1,
H1_00000295_00000993_00000007,-1,
H1_00000295_00000993_00000008,1,410 387
H1_00000295_00000993_00000009,1,396 410 397 398 410 392 411 404
H1_00000295_00000993_00000010,1,396 404 398 396 402 413
H1_00000295_00000993_00000011,1,396 420 402 408
H1_00000295_00000993_00000012,1,398 422
H1_00000295_00000993_00000013,1,401 426
H1_00000295_00000993_00000014,1,380 442 394 431
H1_00000295_00000993_00000015,1,383 434 386 440
H1_00000295_00000993_00000016,1,377 438
H1_00000295_00000993_00000017,1,372 434 377 440
H1_00000295_00000993_00000018,-1,
H1_00000295_00000993_00000019,-1,
H1_00000295_00000993_00000020,-1,
H1_00000295_00000993_00000021,-1,
H1_00000295_00000993_00000022,-1,
H1_00000295_00000993_00000023,-1,
H1_00000295_00000993_00000024,-1,
H1_00000295_00000993_00000025,-1,
H1_00000295_00000993_00000026,-1,
H1_00000295_00000993_00000027,-1,
H1_00000296_00000750_00000001,0,
H1_00000296_00000750_00000002,0,
H1_00000296_00000750_00000003,0,
H1_00000296_00000750_00000004,0,
H1_00000296_00000750_00000005,0,
H1_00000296_00000750_00000006,0,
H1_00000296_00000750_00000007,0,
H1_00000296_00000750_00000008,0,
H1_00000296_00000750_00000009,0,
H1_00000296_00000750_00000010,0,
H1_00000296_00000750_00000011,0,
H1_00000296_00000750_00000012,0,
H1_00000296_00000750_00000013,0,
H1_00000296_00000750_00000014,0,
H1_00000296_00000750_00000015,0,
H1_00000296_00000750_00000016,0,
H1_00000296_00000750_00000017,0,
H1_00000296_00000750_00000018,0,
H1_00000296_00000750_00000019,0,
H1_00000296_00000750_00000020,0,
H1_00000296_00000750_00000021,0,
H1_00000296_00000750_00000022,0,
H1_00000296_00000750_00000023,0,
H1_00000296_00000750_00000024,0,
H1_00000296_00000750_00000025,0,
H1_00000296_00000750_00000026,0,
H1_00000296_00000750_00000027,0,
H1_00000296_00000750_00000028,0,
H1_00000296_00000750_00000029,0,
H1_00000296_00000750_00000030,0,
H1_00000296_00000750_00000031,0,
H1_00000297_00000530_00000001,-1,
H1_00000297_00000530_00000002,-1,
H1_00000297_00000530_00000003,-1,
H1_00000297_00000530_00000004,1,372 295 391 296
H1_00000297_00000530_00000005,1,378 298 399 308
H1_00000297_00000530_00000006,1,391 314 404 316
H1_00000297_00000530_00000007,-1,
H1_00000297_00000530_00000008,-1,
H1_00000297_00000530_00000009,-1,
H1_00000297_00000530_00000010,-1,
H1_00000297_00000530_00000011,-1,
H1_00000297_00000530_00000012,-1,
H1_00000297_00000530_00000013,-1,
H1_00000297_00000530_00000014,-1,
H1_00000297_00000530_00000015,-1,
H1_00000297_00000530_00000016,-1,
H1_00000297_00000530_00000017,-1,
H1_00000297_00000530_00000018,-1,
H1_00000297_00000530_00000019,-1,
H1_00000297_00000530_00000020,-1,
H1_00000297_00000530_00000021,-1,
H1_00000297_00000530_00000022,-1,
H1_00000297_00000530_00000023,-1,
H1_00000297_00000530_00000024,-1,
H1_00000297_00000530_00000025,-1,
H1_00000297_00000530_00000026,-1,
H1_00000297_00000530_00000027,-1,
H1_00000297_00000530_00000028,-1,
H1_00000298_00000985_00000001,-1,
H1_00000298_00000985_00000002,-1,
H1_00000298_00000985_00000003,-1,
H1_00000298_00000985_00000004,-1,
H1_00000298_00000985_00000005,-1,
H1_00000298_00000985_00000006,-1,
H1_00000298_00000985_00000007,-1,
H1_00000298_00000985_00000008,-1,
H1_00000298_00000985_00000009,-1,
H1_00000298_00000985_00000010,-1,
H1_00000298_00000985_00000011,-1,
H1_00000298_00000985_00000012,-1,
H1_00000298_00000985_00000013,-1,
H1_00000298_00000985_00000014,-1,
H1_00000298_00000985_00000015,-1,
H1_00000298_00000985_00000016,-1,
H1_00000298_00000985_00000017,1,156 207 161 191
H1_00000298_00000985_00000018,1,169 194 172 187
H1_00000298_00000985_00000019,1,168 208 170 198 177 191
H1_00000298_00000985_00000020,1,175 208
H1_00000298_00000985_00000021,1,182 216
H1_00000298_00000985_00000022,1,186 226
H1_00000298_00000985_00000023,1,201 226 312 448
H1_00000298_00000985_00000024,1,230 218 231 229 307 444 313 435
H1_00000298_00000985_00000025,1,229 230 312 428 316 441
H1_00000298_00000985_00000026,1,227 251 244 241 296 408 306 428
H1_00000298_00000985_00000027,1,244 255 255 274 267 306 292 390 300 418
H1_00000298_00000985_00000028,1,256 282 268 320 283 354 290 394
H1_00000298_00000985_00000029,-1,
H1_00000299_00000858_00000001,-1,
H1_00000299_00000858_00000002,1,206 372
H1_00000299_00000858_00000003,1,207 402 209 403
H1_00000299_00000858_00000004,1,210 420
H1_00000299_00000858_00000005,1,210 434 210 435
H1_00000299_00000858_00000006,1,213 441 214 442
H1_00000299_00000858_00000007,1,222 441 224 440
H1_00000299_00000858_00000008,1,234 440 234 441
H1_00000299_00000858_00000009,1,248 446 251 444
H1_00000299_00000858_00000010,1,256 452 258 454
H1_00000299_00000858_00000011,1,261 450 262 450
H1_00000299_00000858_00000012,1,268 444 271 444
H1_00000299_00000858_00000013,1,276 440 277 436
H1_00000299_00000858_00000014,1,278 426
H1_00000299_00000858_00000015,1,278 419
H1_00000299_00000858_00000016,1,280 403
H1_00000299_00000858_00000017,-1,
H1_00000299_00000858_00000018,-1,
H1_00000299_00000858_00000019,-1,
H1_00000299_00000858_00000020,-1,
H1_00000300_00000331_00000001,-1,
H1_00000300_00000331_00000002,1,143 326 196 302
H1_00000300_00000331_00000003,-1,
H1_00000300_00000331_00000004,1,126 359
H1_00000300_00000331_00000005,1,128 358
H1_00000300_00000331_00000006,1,122 364
H1_00000300_00000331_00000007,1,124 358
H1_00000300_00000331_00000008,1,122 361
H1_00000300_00000331_00000009,1,122 366
H1_00000300_00000331_00000010,1,126 357
H1_00000300_00000331_00000011,1,138 382
H1_00000300_00000331_00000012,1,140 380
H1_00000300_00000331_00000013,1,154 385
H1_00000300_00000331_00000014,-1,
H1_00000300_00000331_00000015,1,196 394
H1_00000300_00000331_00000016,1,214 386
H1_00000300_00000331_00000017,-1,
H1_00000300_00000331_00000018,-1,
H1_00000300_00000331_00000019,-1,
H1_00000300_00000331_00000020,-1,
H1_00000300_00000331_00000021,-1,
H1_00000300_00000331_00000022,-1,
H1_00000300_00000331_00000023,-1,
H1_00000300_00000331_00000024,-1,
H1_00000301_00000950_00000001,-1,
H1_00000301_00000950_00000002,1,189 265 197 260
H1_00000301_00000950_00000003,1,117 305 129 299 142 290
H1_00000301_00000950_00000004,1,109 306 121 304
H1_00000301_00000950_00000005,1,102 308 112 306 125 302
H1_00000301_00000950_00000006,1,101 313 112 308
H1_00000301_00000950_00000007,1,100 310 110 304
H1_00000301_00000950_00000008,1,100 308 106 301
H1_00000301_00000950_00000009,1,100 301
H1_00000301_00000950_00000010,1,100 302
H1_00000301_00000950_00000011,1,101 302
H1_00000301_00000950_00000012,1,102 304
H1_00000301_00000950_00000013,1,104 301
H1_00000301_00000950_00000014,-1,
H1_00000301_00000950_00000015,-1,
H1_00000301_00000950_00000016,-1,
H1_00000301_00000950_00000017,-1,
H1_00000301_00000950_00000018,-1,
H1_00000301_00000950_00000019,-1,
H1_00000301_00000950_00000020,-1,
H1_00000301_00000950_00000021,-1,
H1_00000301_00000950_00000022,-1,
H1_00000301_00000950_00000023,-1,
H1_00000302_00000991_00000001,1,148 211 155 232
H1_00000302_00000991_00000002,1,144 197
H1_00000302_00000991_00000003,1,138 187
H1_00000302_00000991_00000004,1,126 181
H1_00000302_00000991_00000005,1,121 181
H1_00000302_00000991_00000006,1,116 176
H1_00000302_00000991_00000007,1,113 172
H1_00000302_00000991_00000008,1,112 163
H1_00000302_00000991_00000009,1,104 164
H1_00000302_00000991_00000010,1,98 165
H1_00000302_00000991_00000011,1,96 166
H1_00000302_00000991_00000012,1,96 167
H1_00000302_00000991_00000013,1,94 170
H1_00000302_00000991_00000014,1,97 173
H1_00000302_00000991_00000015,1,100 177
H1_00000302_00000991_00000016,-1,
H1_00000302_00000991_00000017,-1,
H1_00000302_00000991_00000018,-1,
H1_00000302_00000991_00000019,-1,
H1_00000302_00000991_00000020,-1,
H1_00000302_00000991_00000021,-1,
H1_00000302_00000991_00000022,-1,
H1_00000302_00000991_00000023,-1,
H1_00000302_00000991_00000024,-1,
H1_00000302_00000991_00000025,-1,
H1_00000303_00000104_00000001,-1,
H1_00000303_00000104_00000002,1,194 353 198 302
H1_00000303_00000104_00000003,1,195 361 219 311
H1_00000303_00000104_00000004,1,188 378 228 300
H1_00000303_00000104_00000005,1,180 391
H1_00000303_00000104_00000006,1,180 400
H1_00000303_00000104_00000007,1,183 401
H1_00000303_00000104_00000008,1,175 404
H1_00000303_00000104_00000009,1,176 406
H1_00000303_00000104_00000010,1,173 418
H1_00000303_00000104_00000011,-1,
H1_00000303_00000104_00000012,-1,
H1_00000303_00000104_00000013,-1,
H1_00000303_00000104_00000014,-1,
H1_00000303_00000104_00000015,-1,
H1_00000303_00000104_00000016,-1,
H1_00000303_00000104_00000017,-1,
H1_00000303_00000104_00000018,-1,
H1_00000303_00000104_00000019,-1,
H1_00000303_00000104_00000020,-1,
H1_00000303_00000104_00000021,-1,
H1_00000303_00000104_00000022,-1,
H1_00000303_00000104_00000023,-1,
H1_00000303_00000104_00000024,-1,
H1_00000303_00000104_00000025,-1,
H1_00000303_00000104_00000026,-1,
H1_00000303_00000104_00000027,-1,
H1_00000304_00000879_00000001,-1,
H1_00000304_00000879_00000002,-1,
H1_00000304_00000879_00000003,-1,
H1_00000304_00000879_00000004,-1,
H1_00000304_00000879_00000005,-1,
H1_00000304_00000879_00000006,-1,
H1_00000304_00000879_00000007,-1,
H1_00000304_00000879_00000008,-1,
H1_00000304_00000879_00000009,-1,
H1_00000304_00000879_00000010,-1,
H1_00000304_00000879_00000011,-1,
H1_00000304_00000879_00000012,-1,
H1_00000304_00000879_00000013,-1,
H1_00000304_00000879_00000014,-1,
H1_00000304_00000879_00000015,-1,
H1_00000304_00000879_00000016,-1,
H1_00000304_00000879_00000017,-1,
H1_00000304_00000879_00000018,1,142 188
H1_00000304_00000879_00000019,1,146 186
H1_00000304_00000879_00000020,1,150 184
H1_00000304_00000879_00000021,1,152 186
H1_00000304_00000879_00000022,1,158 185
H1_00000304_00000879_00000023,1,168 176
H1_00000304_00000879_00000024,1,174 179
H1_00000304_00000879_00000025,1,182 180 193 182
H1_00000304_00000879_00000026,1,193 183 204 184
H1_00000304_00000879_00000027,1,203 186 208 195 214 196 222 200
H1_00000304_00000879_00000028,1,216 194 221 207 224 216
H1_00000304_00000879_00000029,1,222 211 227 220 234 228
H1_00000304_00000879_00000030,1,234 228 240 236 246 244 253 252
H1_00000304_00000879_00000031,1,248 247 257 259 270 274
H1_00000304_00000879_00000032,-1,
H1_00000305_00000080_00000001,0,
H1_00000305_00000080_00000002,0,
H1_00000305_00000080_00000003,0,
H1_00000305_00000080_00000004,0,
H1_00000305_00000080_00000005,0,
H1_00000305_00000080_00000006,0,
H1_00000305_00000080_00000007,0,
H1_00000305_00000080_00000008,0,
H1_00000305_00000080_00000009,0,
H1_00000305_00000080_00000010,0,
H1_00000305_00000080_00000011,0,
H1_00000305_00000080_00000012,0,
H1_00000305_00000080_00000013,0,
H1_00000305_00000080_00000014,0,
H1_00000305_00000080_00000015,0,
H1_00000305_00000080_00000016,0,
H1_00000305_00000080_00000017,0,
H1_00000305_00000080_00000018,0,
H1_00000305_00000080_00000019,0,
H1_00000305_00000080_00000020,0,
H1_00000305_00000080_00000021,0,
H1_00000305_00000080_00000022,0,
H1_00000305_00000080_00000023,0,
H1_00000305_00000080_00000024,0,
H1_00000305_00000080_00000025,0,
H1_00000305_00000080_00000026,0,
H1_00000305_00000080_00000027,0,
H1_00000306_00000812_00000001,0,
H1_00000306_00000812_00000002,0,
H1_00000306_00000812_00000003,0,
H1_00000306_00000812_00000004,0,
H1_00000306_00000812_00000005,0,
H1_00000306_00000812_00000006,0,
H1_00000306_00000812_00000007,0,
H1_00000306_00000812_00000008,0,
H1_00000306_00000812_00000009,0,
H1_00000306_00000812_00000010,0,
H1_00000306_00000812_00000011,0,
H1_00000306_00000812_00000012,0,
H1_00000306_00000812_00000013,0,
H1_00000306_00000812_00000014,0,
H1_00000306_00000812_00000015,0,
H1_00000306_00000812_00000016,0,
H1_00000306_00000812_00000017,0,
H1_00000306_00000812_00000018,0,
H1_00000306_00000812_00000019,0,
H1_00000306_00000812_00000020,0,
H1_00000306_00000812_00000021,0,
H1_00000306_00000812_00000022,0,
H1_00000306_00000812_00000023,0,
H1_00000306_00000812_00000024,0,
H1_00000306_00000812_00000025,0,
H1_00000306_00000812_00000026,0,
H1_00000306_00000812_00000027,0,
H1_00000306_00000812_00000028,0,
H1_00000306_00000812_00000029,0,
H1_00000307_00000643_00000001,0,
H1_00000307_00000643_00000002,0,
H1_00000307_00000643_00000003,0,
H1_00000307_00000643_00000004,0,
H1_00000307_00000643_00000005,0,
H1_00000307_00000643_00000006,0,
H1_00000307_00000643_00000007,0,
H1_00000307_00000643_00000008,0,
H1_00000307_00000643_00000009,0,
H1_00000307_00000643_00000010,0,
H1_00000307_00000643_00000011,0,
H1_00000307_00000643_00000012,0,
H1_00000307_00000643_00000013,0,
H1_00000307_00000643_00000014,0,
H1_00000307_00000643_00000015,0,
H1_00000307_00000643_00000016,0,
H1_00000307_00000643_00000017,0,
H1_00000307_00000643_00000018,0,
H1_00000307_00000643_00000019,0,
H1_00000307_00000643_00000020,0,
H1_00000307_00000643_00000021,0,
H1_00000307_00000643_00000022,0,
H1_00000307_00000643_00000023,0,
H1_00000307_00000643_00000024,0,
H1_00000307_00000643_00000025,0,
H1_00000307_00000643_00000026,0,
H1_00000307_00000643_00000027,0,
H1_00000307_00000643_00000028,0,
H1_00000307_00000643_00000029,0,
H1_00000307_00000643_00000030,0,
H1_00000307_00000643_00000031,0,
H1_00000307_00000643_00000032,0,
H1_00000308_00000197_00000001,0,
H1_00000308_00000197_00000002,0,
H1_00000308_00000197_00000003,0,
H1_00000308_00000197_00000004,0,
H1_00000308_00000197_00000005,0,
H1_00000308_00000197_00000006,0,
H1_00000308_00000197_00000007,0,
H1_00000308_00000197_00000008,0,
H1_00000308_00000197_00000009,0,
H1_00000308_00000197_00000010,0,
H1_00000308_00000197_00000011,0,
H1_00000308_00000197_00000012,0,
H1_00000308_00000197_00000013,0,
H1_00000308_00000197_00000014,0,
H1_00000308_00000197_00000015,0,
H1_00000308_00000197_00000016,0,
H1_00000308_00000197_00000017,0,
H1_00000308_00000197_00000018,0,
H1_00000308_00000197_00000019,0,
H1_00000308_00000197_00000020,0,
H1_00000308_00000197_00000021,0,
H1_00000308_00000197_00000022,0,
H1_00000308_00000197_00000023,0,
H1_00000308_00000197_00000024,0,
H1_00000308_00000197_00000025,0,
H1_00000308_00000197_00000026,0,
H1_00000308_00000197_00000027,0,
H1_00000308_00000197_00000028,0,
H1_00000309_00000556_00000001,0,
H1_00000309_00000556_00000002,0,
H1_00000309_00000556_00000003,0,
H1_00000309_00000556_00000004,0,
H1_00000309_00000556_00000005,0,
H1_00000309_00000556_00000006,0,
H1_00000309_00000556_00000007,0,
H1_00000309_00000556_00000008,0,
H1_00000309_00000556_00000009,0,
H1_00000309_00000556_00000010,0,
H1_00000309_00000556_00000011,0,
H1_00000309_00000556_00000012,0,
H1_00000309_00000556_00000013,0,
H1_00000309_00000556_00000014,0,
H1_00000309_00000556_00000015,0,
H1_00000309_00000556_00000016,0,
H1_00000309_00000556_00000017,0,
H1_00000309_00000556_00000018,0,
H1_00000309_00000556_00000019,0,
H1_00000309_00000556_00000020,0,
H1_00000309_00000556_00000021,0,
H1_00000309_00000556_00000022,0,
H1_00000309_00000556_00000023,0,
H1_00000309_00000556_00000024,0,
H1_00000309_00000556_00000025,0,
H1_00000309_00000556_00000026,0,
H1_00000309_00000556_00000027,0,
H1_00000309_00000556_00000028,0,
H1_00000311_00000659_00000001,1,290 324 302 290
H1_00000311_00000659_00000002,1,254 362 289 296 300 272
H1_00000311_00000659_00000003,1,260 374
H1_00000311_00000659_00000004,1,261 388
H1_00000311_00000659_00000005,1,258 410
H1_00000311_00000659_00000006,1,258 410
H1_00000311_00000659_00000007,1,259 411
H1_00000311_00000659_00000008,1,260 433
H1_00000311_00000659_00000009,1,258 436
H1_00000311_00000659_00000010,1,264 444
H1_00000311_00000659_00000011,1,267 448
H1_00000311_00000659_00000012,1,264 439 276 433
H1_00000311_00000659_00000013,-1,
H1_00000311_00000659_00000014,-1,
H1_00000311_00000659_00000015,-1,
H1_00000311_00000659_00000016,-1,
H1_00000311_00000659_00000017,-1,
H1_00000311_00000659_00000018,-1,
H1_00000311_00000659_00000019,-1,
H1_00000311_00000659_00000020,-1,
H1_00000311_00000659_00000021,-1,
H1_00000311_00000659_00000022,-1,
H1_00000311_00000659_00000023,-1,
H1_00000311_00000659_00000024,-1,
H1_00000312_00000713_00000001,0,
H1_00000312_00000713_00000002,0,
H1_00000312_00000713_00000003,0,
H1_00000312_00000713_00000004,0,
H1_00000312_00000713_00000005,0,
H1_00000312_00000713_00000006,0,
H1_00000312_00000713_00000007,0,
H1_00000312_00000713_00000008,0,
H1_00000312_00000713_00000009,0,
H1_00000312_00000713_00000010,0,
H1_00000312_00000713_00000011,0,
H1_00000312_00000713_00000012,0,
H1_00000312_00000713_00000013,0,
H1_00000312_00000713_00000014,0,
H1_00000312_00000713_00000015,0,
H1_00000312_00000713_00000016,0,
H1_00000312_00000713_00000017,0,
H1_00000312_00000713_00000018,0,
H1_00000312_00000713_00000019,0,
H1_00000312_00000713_00000020,0,
H1_00000312_00000713_00000021,0,
H1_00000312_00000713_00000022,0,
H1_00000312_00000713_00000023,0,
H1_00000312_00000713_00000024,0,
H1_00000312_00000713_00000025,0,
H1_00000312_00000713_00000026,0,
H1_00000313_00000774_00000001,1,159 158
H1_00000313_00000774_00000002,1,166 168
H1_00000313_00000774_00000003,-1,
H1_00000313_00000774_00000004,-1,
H1_00000313_00000774_00000005,-1,
H1_00000313_00000774_00000006,-1,
H1_00000313_00000774_00000007,-1,
H1_00000313_00000774_00000008,-1,
H1_00000313_00000774_00000009,-1,
H1_00000313_00000774_00000010,-1,
H1_00000313_00000774_00000011,-1,
H1_00000313_00000774_00000012,-1,
H1_00000313_00000774_00000013,-1,
H1_00000313_00000774_00000014,-1,
H1_00000313_00000774_00000015,-1,
H1_00000313_00000774_00000016,-1,
H1_00000313_00000774_00000017,-1,
H1_00000313_00000774_00000018,-1,
H1_00000313_00000774_00000019,-1,
H1_00000313_00000774_00000020,-1,
H1_00000313_00000774_00000021,-1,
H1_00000313_00000774_00000022,-1,
H1_00000313_00000774_00000023,-1,
H1_00000313_00000774_00000024,-1,
H1_00000313_00000774_00000025,-1,
H1_00000314_00000244_00000001,0,
H1_00000314_00000244_00000002,0,
H1_00000314_00000244_00000003,0,
H1_00000314_00000244_00000004,0,
H1_00000314_00000244_00000005,0,
H1_00000314_00000244_00000006,0,
H1_00000314_00000244_00000007,0,
H1_00000314_00000244_00000008,0,
H1_00000314_00000244_00000009,0,
H1_00000314_00000244_00000010,0,
H1_00000314_00000244_00000011,0,
H1_00000314_00000244_00000012,0,
H1_00000314_00000244_00000013,0,
H1_00000314_00000244_00000014,0,
H1_00000314_00000244_00000015,0,
H1_00000314_00000244_00000016,0,
H1_00000314_00000244_00000017,0,
H1_00000314_00000244_00000018,0,
H1_00000314_00000244_00000019,0,
H1_00000314_00000244_00000020,0,
H1_00000314_00000244_00000021,0,
H1_00000314_00000244_00000022,0,
H1_00000314_00000244_00000023,0,
H1_00000314_00000244_00000024,0,
H1_00000314_00000244_00000025,0,
H1_00000314_00000244_00000026,0,
H1_00000314_00000244_00000027,0,
H1_00000314_00000244_00000028,0,
H1_00000315_00000594_00000001,-1,
H1_00000315_00000594_00000002,-1,
H1_00000315_00000594_00000003,-1,
H1_00000315_00000594_00000004,-1,
H1_00000315_00000594_00000005,-1,
H1_00000315_00000594_00000006,-1,
H1_00000315_00000594_00000007,1,89 275 90 280
H1_00000315_00000594_00000008,1,86 284 86 285
H1_00000315_00000594_00000009,1,84 290 85 291
H1_00000315_00000594_00000010,1,85 291 85 292
H1_00000315_00000594_00000011,1,84 289 85 291
H1_00000315_00000594_00000012,1,82 294 86 292 89 292
H1_00000315_00000594_00000013,1,83 295 87 292 90 292
H1_00000315_00000594_00000014,1,87 296 90 296 93 294
H1_00000315_00000594_00000015,1,91 296
H1_00000315_00000594_00000016,-1,
H1_00000315_00000594_00000017,-1,
H1_00000315_00000594_00000018,-1,
H1_00000315_00000594_00000019,-1,
H1_00000315_00000594_00000020,-1,
H1_00000315_00000594_00000021,-1,
H1_00000315_00000594_00000022,-1,
H1_00000315_00000594_00000023,-1,
H1_00000315_00000594_00000024,-1,
H1_00000316_00000454_00000001,-1,
H1_00000316_00000454_00000002,-1,
H1_00000316_00000454_00000003,-1,
H1_00000316_00000454_00000004,-1,
H1_00000316_00000454_00000005,1,310 114 320 106 334 97 347 89 357 80
H1_00000316_00000454_00000006,1,358 90 369 88
H1_00000316_00000454_00000007,1,370 91
H1_00000316_00000454_00000008,1,368 93
H1_00000316_00000454_00000009,1,369 94
H1_00000316_00000454_00000010,1,370 95
H1_00000316_00000454_00000011,-1,
H1_00000316_00000454_00000012,-1,
H1_00000316_00000454_00000013,-1,
H1_00000316_00000454_00000014,-1,
H1_00000316_00000454_00000015,-1,
H1_00000316_00000454_00000016,-1,
H1_00000316_00000454_00000017,-1,
H1_00000316_00000454_00000018,-1,
H1_00000316_00000454_00000019,-1,
H1_00000316_00000454_00000020,-1,
H1_00000316_00000454_00000021,-1,
H1_00000317_00000878_00000001,0,
H1_00000317_00000878_00000002,0,
H1_00000317_00000878_00000003,0,
H1_00000317_00000878_00000004,0,
H1_00000317_00000878_00000005,0,
H1_00000317_00000878_00000006,0,
H1_00000317_00000878_00000007,0,
H1_00000317_00000878_00000008,0,
H1_00000317_00000878_00000009,0,
H1_00000317_00000878_00000010,0,
H1_00000317_00000878_00000011,0,
H1_00000317_00000878_00000012,0,
H1_00000317_00000878_00000013,0,
H1_00000317_00000878_00000014,0,
H1_00000317_00000878_00000015,0,
H1_00000317_00000878_00000016,0,
H1_00000317_00000878_00000017,0,
H1_00000317_00000878_00000018,0,
H1_00000317_00000878_00000019,0,
H1_00000317_00000878_00000020,0,
H1_00000317_00000878_00000021,0,
H1_00000317_00000878_00000022,0,
H1_00000317_00000878_00000023,0,
H1_00000317_00000878_00000024,0,
H1_00000317_00000878_00000025,0,
H1_00000317_00000878_00000026,0,
H1_00000317_00000878_00000027,0,
H1_00000317_00000878_00000028,0,
H1_00000317_00000878_00000029,0,
H1_00000317_00000878_00000030,0,
H1_00000319_00000884_00000001,0,
H1_00000319_00000884_00000002,0,
H1_00000319_00000884_00000003,0,
H1_00000319_00000884_00000004,0,
H1_00000319_00000884_00000005,0,
H1_00000319_00000884_00000006,0,
H1_00000319_00000884_00000007,0,
H1_00000319_00000884_00000008,0,
H1_00000319_00000884_00000009,0,
H1_00000319_00000884_00000010,0,
H1_00000319_00000884_00000011,0,
H1_00000319_00000884_00000012,0,
H1_00000319_00000884_00000013,0,
H1_00000319_00000884_00000014,0,
H1_00000319_00000884_00000015,0,
H1_00000319_00000884_00000016,0,
H1_00000319_00000884_00000017,0,
H1_00000319_00000884_00000018,0,
H1_00000319_00000884_00000019,0,
H1_00000319_00000884_00000020,0,
H1_00000319_00000884_00000021,0,
H1_00000319_00000884_00000022,0,
H1_00000319_00000884_00000023,0,
H1_00000319_00000884_00000024,0,
H1_00000319_00000884_00000025,0,
H1_00000319_00000884_00000026,0,
H1_00000319_00000884_00000027,0,
H1_00000319_00000884_00000028,0,
H1_00000321_00000785_00000001,-1,
H1_00000321_00000785_00000002,1,380 177
H1_00000321_00000785_00000003,1,381 176
H1_00000321_00000785_00000004,1,376 162
H1_00000321_00000785_00000005,-1,
H1_00000321_00000785_00000006,-1,
H1_00000321_00000785_00000007,-1,
H1_00000321_00000785_00000008,-1,
H1_00000321_00000785_00000009,-1,
H1_00000321_00000785_00000010,-1,
H1_00000321_00000785_00000011,-1,
H1_00000321_00000785_00000012,-1,
H1_00000321_00000785_00000013,-1,
H1_00000321_00000785_00000014,-1,
H1_00000321_00000785_00000015,-1,
H1_00000321_00000785_00000016,-1,
H1_00000321_00000785_00000017,-1,
H1_00000321_00000785_00000018,1,380 192
H1_00000321_00000785_00000019,1,380 199
H1_00000321_00000785_00000020,1,378 206
H1_00000321_00000785_00000021,1,378 220
H1_00000321_00000785_00000022,1,376 234
H1_00000321_00000785_00000023,1,372 246
H1_00000321_00000785_00000024,-1,
H1_00000321_00000785_00000025,-1,
H1_00000321_00000785_00000026,-1,
H1_00000321_00000785_00000027,-1,
H1_00000321_00000785_00000028,-1,
H1_00000321_00000785_00000029,-1,
H1_00000321_00000785_00000030,-1,
H1_00000322_00000992_00000001,-1,
H1_00000322_00000992_00000002,-1,
H1_00000322_00000992_00000003,-1,
H1_00000322_00000992_00000004,1,424 288 433 297 447 296
H1_00000322_00000992_00000005,1,160 255 406 281 415 292 435 298 448 241 448 298 455 318 460 295
H1_00000322_00000992_00000006,1,154 260 418 293 428 297 439 300 450 299 453 248 460 295
H1_00000322_00000992_00000007,1,456 305
H1_00000322_00000992_00000008,1,457 309
H1_00000322_00000992_00000009,1,458 314
H1_00000322_00000992_00000010,-1,
H1_00000322_00000992_00000011,1,461 297
H1_00000322_00000992_00000012,1,456 305 465 304
H1_00000322_00000992_00000013,1,456 310 462 312
H1_00000322_00000992_00000014,1,454 324 462 328
H1_00000322_00000992_00000015,1,450 330 460 333
H1_00000322_00000992_00000016,1,448 336 458 340
H1_00000322_00000992_00000017,-1,
H1_00000322_00000992_00000018,-1,
H1_00000322_00000992_00000019,-1,
H1_00000322_00000992_00000020,-1,
H1_00000322_00000992_00000021,-1,
H1_00000322_00000992_00000022,-1,
H1_00000322_00000992_00000023,-1,
H1_00000322_00000992_00000024,-1,
H1_00000322_00000992_00000025,-1,
H1_00000322_00000992_00000026,-1,
H1_00000322_00000992_00000027,1,447 305 454 258 456 304
H1_00000323_00000138_00000001,0,
H1_00000323_00000138_00000002,0,
H1_00000323_00000138_00000003,0,
H1_00000323_00000138_00000004,0,
H1_00000323_00000138_00000005,0,
H1_00000323_00000138_00000006,0,
H1_00000323_00000138_00000007,0,
H1_00000323_00000138_00000008,0,
H1_00000323_00000138_00000009,0,
H1_00000323_00000138_00000010,0,
H1_00000323_00000138_00000011,0,
H1_00000323_00000138_00000012,0,
H1_00000323_00000138_00000013,0,
H1_00000323_00000138_00000014,0,
H1_00000323_00000138_00000015,0,
H1_00000323_00000138_00000016,0,
H1_00000323_00000138_00000017,0,
H1_00000323_00000138_00000018,0,
H1_00000323_00000138_00000019,0,
H1_00000323_00000138_00000020,0,
H1_00000323_00000138_00000021,0,
